id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
785,Tapu-koko,Electric,Fairy,70,115,85,95,75,130,18,205,"Electric Surge, Telepathy",This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
786,Tapu-lele,Psychic,Fairy,70,85,75,130,115,95,12,186,"Psychic Surge, Telepathy",This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
787,Tapu-bulu,Grass,Fairy,70,130,115,85,95,75,19,455,"Grassy Surge, Telepathy","It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,Tapu-fini,Water,Fairy,70,75,115,95,130,85,13,212,"Misty Surge, Telepathy",The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,Cosmog,Psychic,,43,29,31,29,31,37,2,1,Unaware,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,Cosmoem,Psychic,,43,29,131,29,131,37,1,9999,Sturdy,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,34,2300,Full Metal Body,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,40,1200,Shadow Shield,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,Nihilego,Rock,Poison,109,53,47,127,131,103,12,555,Beast Boost,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,24,3336,Beast Boost,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,18,250,Beast Boost,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,Xurkitree,Electric,,83,89,71,173,71,83,38,1000,Beast Boost,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,Celesteela,Steel,Flying,97,101,103,107,101,61,92,9999,Beast Boost,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,Kartana,Grass,Steel,59,181,131,59,31,109,3,1,Beast Boost,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,55,8880,Beast Boost,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,Necrozma,Psychic,,97,107,101,127,89,79,24,2300,Prism Armor,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,Magearna,Steel,Fairy,80,95,115,130,115,65,10,805,Soul Heart,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,7,222,Technician,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,Poipole,Poison,,67,73,67,73,67,73,6,18,Beast Boost,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,36,1500,Beast Boost,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,Stakataka,Rock,Steel,61,131,211,53,101,13,55,8200,Beast Boost,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,18,130,Beast Boost,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,Zeraora,Electric,,88,112,75,102,80,143,15,445,Volt Absorb,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,Meltan,Steel,,46,65,65,55,35,34,2,80,Magnet Pull,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,Melmetal,Steel,,135,143,143,80,65,34,25,8000,Iron Fist,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,Grookey,Grass,,50,65,50,40,40,65,3,50,"Overgrow, Grassy Surge","When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,Thwackey,Grass,,70,85,70,55,60,80,7,140,"Overgrow, Grassy Surge","The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,Rillaboom,Grass,,100,125,90,60,70,85,21,900,"Overgrow, Grassy Surge","By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,Scorbunny,Fire,,50,71,40,40,40,69,3,45,"Blaze, Libero","A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,Raboot,Fire,,65,86,60,55,60,94,6,90,"Blaze, Libero",Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,Cinderace,Fire,,80,116,75,65,75,119,14,330,"Blaze, Libero","It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,Sobble,Water,,50,40,40,70,40,70,3,40,"Torrent, Sniper","When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,Drizzile,Water,,65,60,55,95,55,90,7,115,"Torrent, Sniper","A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,Inteleon,Water,,70,85,65,125,65,120,19,452,"Torrent, Sniper","It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,Skwovet,Normal,,70,55,55,35,35,25,3,25,"Cheek Pouch, Gluttony","Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,Greedent,Normal,,120,95,95,55,75,20,6,60,"Cheek Pouch, Gluttony","It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,Rookidee,Flying,,38,47,35,33,35,57,2,18,"Keen Eye, Unnerve","It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,Corvisquire,Flying,,68,67,55,43,55,77,8,160,"Keen Eye, Unnerve","Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,Corviknight,Flying,Steel,98,87,105,53,85,67,22,750,"Pressure, Unnerve",This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,Blipbug,Bug,,25,20,20,25,45,45,4,80,"Swarm, Compound Eyes","A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,Dottler,Bug,Psychic,50,35,80,50,90,30,4,195,"Swarm, Compound Eyes","It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,4,408,"Swarm, Frisk","It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,Nickit,Dark,,40,28,28,47,52,50,6,89,"Run Away, Unburden","Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,Thievul,Dark,,70,58,58,87,92,90,12,199,"Run Away, Unburden","It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,Gossifleur,Grass,,40,40,60,40,60,10,4,22,"Cotton Down, Regenerator","It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,Eldegoss,Grass,,60,50,90,80,120,60,5,25,"Cotton Down, Regenerator",The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,Wooloo,Normal,,42,40,55,40,45,48,6,60,"Fluffy, Run Away","Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,Dubwool,Normal,,72,80,100,60,90,88,13,430,"Fluffy, Steadfast","Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,Chewtle,Water,,50,64,50,38,38,44,3,85,"Strong Jaw, Shell Armor",Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,Drednaw,Water,Rock,90,115,90,48,68,74,10,1155,"Strong Jaw, Shell Armor","With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,Yamper,Electric,,59,45,50,40,50,26,3,135,"Ball Fetch, Rattled","This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,Boltund,Electric,,69,90,60,90,60,121,10,340,"Strong Jaw, Competitive",This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,Rolycoly,Rock,,30,40,50,40,50,30,3,120,"Steam Engine, Heatproof","Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,Carkol,Rock,Fire,80,60,90,60,70,50,11,780,"Steam Engine, Flame Body",It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,Coalossal,Rock,Fire,110,80,120,80,90,30,28,3105,"Steam Engine, Flame Body","It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,Applin,Grass,Dragon,40,40,80,40,40,20,2,5,"Ripen, Gluttony","It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,Flapple,Grass,Dragon,70,110,80,95,60,70,3,10,"Ripen, Gluttony","It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,Appletun,Grass,Dragon,110,85,80,100,80,30,4,130,"Ripen, Gluttony","Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,Silicobra,Ground,,52,57,75,35,50,46,22,76,"Sand Spit, Shed Skin","As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,Sandaconda,Ground,,72,107,125,65,70,71,38,655,"Sand Spit, Shed Skin","When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,Cramorant,Flying,Water,70,85,55,85,95,85,8,180,Gulp Missile,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,Arrokuda,Water,,41,63,40,40,30,66,5,10,"Swift Swim, Propeller Tail","If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,Barraskewda,Water,,61,123,60,60,50,136,13,300,"Swift Swim, Propeller Tail","This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,Toxel,Electric,Poison,40,38,35,54,35,40,4,110,"Rattled, Static","It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,Toxtricity-amped,Electric,Poison,75,98,70,114,70,75,16,400,"Punk Rock, Plus","When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,7,10,"Flash Fire, White Smoke",It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,30,1200,"Flash Fire, White Smoke","When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,Clobbopus,Fighting,,50,68,60,50,50,32,6,40,"Limber, Technician","It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,Grapploct,Fighting,,80,118,90,70,80,42,16,390,"Limber, Technician",A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,Sinistea,Ghost,,40,45,45,74,54,50,1,2,"Weak Armor, Cursed Body","This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,Polteageist,Ghost,,60,65,65,134,114,70,2,4,"Weak Armor, Cursed Body","This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,Hatenna,Psychic,,42,30,45,56,53,39,4,34,"Healer, Anticipation","Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,Hattrem,Psychic,,57,40,65,86,73,49,6,48,"Healer, Anticipation","No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,21,51,"Healer, Anticipation",It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,4,55,"Prankster, Frisk","Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,8,125,"Prankster, Frisk","When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,15,610,"Prankster, Frisk","With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,16,460,"Reckless, Guts",Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
863,Perrserker,Steel,,70,110,100,50,60,50,8,280,"Battle Armor, Tough Claws",What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,Cursola,Ghost,,60,95,50,145,130,30,10,4,"Weak Armor, Perish Body",Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,Sirfetchd,Fighting,,62,135,95,68,82,65,8,1170,"Steadfast, Scrappy","Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,Mr-rime,Ice,Psychic,80,85,75,110,100,70,15,582,"Tangled Feet, Screen Cleaner",It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,16,666,Wandering Spirit,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,Milcery,Fairy,,45,40,40,50,61,34,2,3,"Sweet Veil, Aroma Veil",This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,Alcremie,Fairy,,65,60,75,110,121,64,3,5,"Sweet Veil, Aroma Veil","When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
870,Falinks,Fighting,,65,100,100,70,60,75,30,620,"Battle Armor, Defiant","Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,Pincurchin,Electric,,48,101,95,91,85,15,3,10,"Lightning Rod, Electric Surge","It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,Snom,Ice,Bug,30,25,35,45,30,20,3,38,"Shield Dust, Ice Scales","It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,13,420,"Shield Dust, Ice Scales",Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
874,Stonjourner,Rock,,100,125,135,20,20,70,25,5200,Power Spot,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,Eiscue-ice,Ice,,75,80,110,65,90,50,14,890,Ice Face,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,Indeedee-male,Psychic,Normal,60,65,55,105,95,95,9,280,"Inner Focus, Synchronize","It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,Morpeko-full-belly,Electric,Dark,58,95,58,70,58,97,3,30,Hunger Switch,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,Cufant,Steel,,72,80,49,40,49,40,12,1000,"Sheer Force, Heavy Metal","It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,Copperajah,Steel,,122,130,69,80,69,30,30,6500,"Sheer Force, Heavy Metal",They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,18,1900,"Volt Absorb, Hustle","In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,23,1500,"Volt Absorb, Static",The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882,Dracovish,Water,Dragon,90,90,100,70,80,75,23,2150,"Water Absorb, Strong Jaw",Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883,Arctovish,Water,Ice,90,90,100,80,90,55,20,1750,"Water Absorb, Ice Body","Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,18,400,"Light Metal, Heavy Metal","Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,5,20,"Clear Body, Infiltrator","After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,14,110,"Clear Body, Infiltrator",It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,30,500,"Clear Body, Infiltrator","When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,Zacian,Fairy,,92,120,115,80,115,138,28,1100,Intrepid Sword,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,Zamazenta,Fighting,,92,120,115,80,115,138,29,2100,Dauntless Shield,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,200,9500,Pressure,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
891,Kubfu,Fighting,,60,90,60,53,50,72,6,120,Inner Focus,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892,Urshifu-single-strike,Fighting,Dark,100,130,100,63,60,97,19,1050,Unseen Fist,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
893,Zarude,Dark,Grass,105,120,105,70,95,105,18,700,Leaf Guard,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,Regieleki,Electric,,80,100,50,100,50,200,12,1450,Transistor,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895,Regidrago,Dragon,,200,100,50,100,50,80,21,2000,Dragons Maw,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896,Glastrier,Ice,,100,145,130,65,110,30,22,8000,Chilling Neigh,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,Spectrier,Ghost,,100,65,60,145,80,130,20,445,Grim Neigh,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,11,77,Unnerve,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,18,951,"Intimidate, Frisk",The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
900,Kleavor,Bug,Rock,70,135,95,45,70,85,18,890,"Swarm, Sheer Force","A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,24,2900,"Guts, Bulletproof",I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
902,Basculegion-male,Water,Ghost,120,112,65,80,75,78,30,1100,"Swift Swim, Adaptability",Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,13,430,"Pressure, Unburden","Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,Overqwil,Dark,Poison,85,115,95,65,65,85,25,605,"Poison Point, Swift Swim",Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
905,Enamorus-incarnate,Fairy,Flying,74,115,70,135,80,106,16,480,"Cute Charm, Contrary","When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
906,Sprigatito,Grass,,40,61,54,45,45,65,4,41,"Overgrow, Protean",Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907,Floragato,Grass,,61,80,63,60,63,83,9,122,"Overgrow, Protean","Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,15,312,"Overgrow, Protean","This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,Fuecoco,Fire,,67,45,59,63,40,36,4,98,"Blaze, Unaware",It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910,Crocalor,Fire,,81,55,78,90,58,49,10,307,"Blaze, Unaware",The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,16,3265,"Blaze, Unaware",The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
912,Quaxly,Water,,55,65,45,50,45,50,5,61,"Torrent, Moxie","This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
913,Quaxwell,Water,,70,85,65,65,60,65,12,215,"Torrent, Moxie","These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,18,619,"Torrent, Moxie",A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
915,Lechonk,Normal,,54,45,40,35,45,35,5,102,"Aroma Veil, Gluttony",It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916,Oinkologne-male,Normal,,110,100,75,59,80,65,10,1200,"Lingering Aroma, Gluttony","Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,Tarountula,Bug,,35,41,45,29,40,20,3,40,"Insomnia, Stakeout","The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,Spidops,Bug,,60,79,92,52,86,35,10,165,"Insomnia, Stakeout",It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919,Nymble,Bug,,33,46,40,21,25,45,2,10,"Swarm, Tinted Lens","It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,Lokix,Bug,Dark,71,102,78,52,55,92,10,175,"Swarm, Tinted Lens","When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,Pawmi,Electric,,45,50,20,40,25,60,3,25,"Static, Natural Cure",It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,4,65,"Volt Absorb, Natural Cure","When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,9,410,"Volt Absorb, Natural Cure","This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,Tandemaus,Normal,,50,50,45,40,45,75,3,18,"Run Away, Pickup","Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,Maushold-family-of-four,Normal,,74,75,70,65,75,111,3,23,"Friend Guard, Cheek Pouch","The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,Fidough,Fairy,,37,55,70,30,55,65,3,109,"Own Tempo, Klutz",This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927,Dachsbun,Fairy,,57,80,115,50,80,95,5,149,"Well Baked Body, Aroma Veil","The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,Smoliv,Grass,Normal,41,35,45,58,51,30,3,65,"Early Bird, Harvest",It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
929,Dolliv,Grass,Normal,52,53,60,78,78,33,6,119,"Early Bird, Harvest","Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,Arboliva,Grass,Normal,78,69,90,125,109,39,14,482,"Seed Sower, Harvest","This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,Squawkabilly-green-plumage,Normal,Flying,82,96,51,45,51,92,6,24,"Intimidate, Hustle","These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,Nacli,Rock,,55,55,75,35,35,25,4,160,"Purifying Salt, Sturdy","It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,Naclstack,Rock,,60,60,100,35,65,35,6,1050,"Purifying Salt, Sturdy",This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
934,Garganacl,Rock,,100,100,130,45,90,35,23,2400,"Purifying Salt, Sturdy",Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935,Charcadet,Fire,,40,50,40,50,40,35,6,105,"Flash Fire, Flame Body","Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,Armarouge,Fire,Psychic,85,60,100,125,80,75,15,850,"Flash Fire, Weak Armor",Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,16,620,"Flash Fire, Weak Armor",The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
938,Tadbulb,Electric,,61,31,41,59,35,45,3,4,"Own Tempo, Static","Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,Bellibolt,Electric,,109,64,91,103,83,45,12,1130,"Electromorphosis, Static","When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,Wattrel,Electric,Flying,40,40,35,55,40,70,4,36,"Wind Power, Volt Absorb","When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,14,386,"Wind Power, Volt Absorb","Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,Maschiff,Dark,,60,78,60,40,51,51,5,160,"Intimidate, Run Away","It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
